station_name,station_id,station_lat,station_lng
"22nd & I St NW / Foggy Bottom","31257",38.90088,-77.048911
"Lincoln Memorial","31258",38.888255,-77.0494365
"20th St & Virginia Ave NW","31259",38.894722,-77.045128
"23rd & E St NW ","31260",38.896104,-77.049882
"Virginia Ave & C St NW","31261",38.893888,-77.044393
"11th & F St NW","31262",38.897536833333334,-77.0270825
"10th & K St NW","31263",38.9024,-77.02622
"6th St & Indiana Ave NW","31264",38.894573,-77.01994
"5th St & Massachusetts Ave NW","31265",38.90093,-77.018677
"11th & M St NW","31266",38.9055785,-77.027313
"17th St & Massachusetts Ave NW","31267",38.908142,-77.038359
"12th & U St NW","31268",38.916787,-77.028139
"3rd St & Pennsylvania Ave SE","31269",38.887378,-77.001955
"8th & D St NW","31270",38.894851,-77.02324
"Constitution Ave & 2nd St NW/DOL","31271",38.892275,-77.013917
"Washington & Independence Ave SW/HHS","31272",38.886978,-77.013769
"Hains Point/Buckeye & Ohio Dr SW","31273",38.878433,-77.03023
"10th & G St NW","31274",38.89824328774852,-77.02623546123505
"New Hampshire Ave & 24th St NW","31275",38.901755,-77.051084
"15th & L St NW","31276",38.903649,-77.034918
"17th & G St NW","31277",38.898301,-77.039643
"18th & R St NW","31278",38.912648,-77.041834
"19th & G St NW","31279",38.898412,-77.043182
"11th & S St NW","31280",38.913680166666666,-77.027091
"8th & O St NW","31281",38.90864,-77.02277
"16th & R St NW","31282",38.912652,-77.036278
"14th & L St NW","31283",38.903658,-77.031737
"18th & C St NW","31284",38.893511,-77.041544
"22nd & P ST NW","31285",38.909394,-77.048728
"11th & O St NW","31286",38.908094,-77.026975
"10th St & L'Enfant Plaza SW","31287",38.88432272414662,-77.02601015567778
"4th St & Madison Dr NW","31288",38.8904955,-77.0172465
"Henry Bacon Dr & Lincoln Memorial Circle NW","31289",38.890539,-77.049383
"17th St & Independence Ave SW","31290",38.888097,-77.038325
"Vermont Ave & I St NW","31291",38.901136451737045,-77.03445106744766
"22nd St & Constitution Ave NW","31292",38.89248416666667,-77.0488585
"Thomas Jefferson St NW & Water/K St NW","31293",38.902801,-77.05988266666667
